Timestamp,Processor ID,Thread Name,Execution Time (ms),Remaining Time (ms)
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 434ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 334ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 234ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 134ms
[03:45:12] Processor 0 executed T16 for 100ms, Remaining: 34ms
[03:45:13] Processor 0 executed T16 for 34ms, Remaining: 0ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 998ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 898ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 798ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 698ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 598ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 498ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 398ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 298ms
[03:45:13] Processor 0 executed T17 for 100ms, Remaining: 198ms
[03:45:14] Processor 0 executed T17 for 100ms, Remaining: 98ms
[03:45:14] Processor 0 executed T17 for 98ms, Remaining: 0ms
[03:45:14] Processor 0 executed T18 for 100ms, Remaining: 970ms
[03:45:14] Processor 0 executed T18 for 100ms, Remaining: 870ms
[03:45:14] Processor 0 executed T18 for 100ms, Remaining: 770ms
[03:45:14] Processor 0 executed T18 for 100ms, Remaining: 670ms
[03:45:14] Processor 0 executed T18 for 100ms, Remaining: 570ms
[03:45:14] Processor 0 executed T18 for 100ms, Remaining: 470ms
[03:45:14] Processor 0 executed T18 for 100ms, Remaining: 370ms
[03:45:14] Processor 0 executed T18 for 100ms, Remaining: 270ms
[03:45:15] Processor 0 executed T18 for 100ms, Remaining: 170ms
[03:45:15] Processor 0 executed T18 for 100ms, Remaining: 70ms
[03:45:15] Processor 0 executed T18 for 70ms, Remaining: 0ms
[03:45:15] Processor 0 executed T19 for 100ms, Remaining: 617ms
[03:45:15] Processor 0 executed T19 for 100ms, Remaining: 517ms
[03:45:15] Processor 0 executed T19 for 100ms, Remaining: 417ms
[03:45:15] Processor 0 executed T19 for 100ms, Remaining: 317ms
[03:45:15] Processor 0 executed T19 for 100ms, Remaining: 217ms
[03:45:15] Processor 0 executed T19 for 100ms, Remaining: 117ms
[03:45:15] Processor 0 executed T19 for 100ms, Remaining: 17ms
[03:45:15] Processor 0 executed T19 for 17ms, Remaining: 0ms
[03:45:15] Processor 0 executed T20 for 100ms, Remaining: 606ms
[03:45:16] Processor 0 executed T20 for 100ms, Remaining: 506ms
[03:45:16] Processor 0 executed T20 for 100ms, Remaining: 406ms
[03:45:16] Processor 0 executed T20 for 100ms, Remaining: 306ms
[03:45:16] Processor 0 executed T20 for 100ms, Remaining: 206ms
[03:45:16] Processor 0 executed T20 for 100ms, Remaining: 106ms
[03:45:16] Processor 0 executed T20 for 100ms, Remaining: 6ms
